number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at
INC0002087,Closed,False,3,0,13,True,Caller80,Operator23,2024-03-12 11:10:00,Operator28,2024-03-12 11:12:00,Analyst3,2024-03-20 03:37:08,IVR,İzmir Office,Inquiry / Help,Training,Error Message,3 - Low,3 - Low,4 - Low,End User Support,Analyst23,False,True,Send Email,,RFC0000109,,,Solved (Work Around),Resolver10,2024-03-18 20:00:01,2024-03-20 03:37:08
INC0002088,Resolved,False,0,2,12,False,Caller50,Operator21,2023-11-29 00:59:00,Operator28,2023-11-29 01:02:00,Analyst49,2023-12-04 08:02:04,Direct Opening,Data Center Alpha,Inquiry / Help,How To,Performance Degradation,2 - Medium,1 - High,2 - High,Network Operations,Analyst12,True,False,Do Not Notify,,,Vendor8,,Closed/Resolved by Caller,Resolver27,2023-12-02 10:48:32,2023-12-04 08:02:04
INC0002089,Resolved,False,0,0,1,False,Caller103,Operator12,2023-11-03 22:49:00,Operator25,2023-11-03 22:52:00,Analyst16,2023-11-19 06:17:17,Direct Opening,İzmir Office,Software,Application,Cannot Access,2 - Medium,3 - Low,4 - Low,End User Support,Analyst35,False,False,Send Email,,,,,Not Solved (Not Reproducible),Resolver5,2023-11-17 22:26:40,2023-11-19 06:17:17
INC0002090,Closed,False,3,0,17,True,Caller11,Operator2,2023-06-17 02:01:00,Operator9,2023-06-17 02:03:00,Analyst21,2023-06-20 13:21:54,Phone,Bandırma HQ,Network,Wireless,Intermittent Failure,3 - Low,3 - Low,4 - Low,Cloud Services,Analyst49,False,True,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver14,2023-06-20 06:44:36,2023-06-20 13:21:54
INC0002091,Closed,False,0,0,7,True,Caller139,Operator24,2024-08-17 04:41:00,Operator13,2024-08-17 04:45:00,Analyst26,2024-08-22 10:05:06,Phone,Elazığ Plant,Software,Email,Security Alert,3 - Low,3 - Low,4 - Low,Data Center Operations,Analyst43,True,True,Do Not Notify,,,,,Not Solved (Too Costly),Resolver38,2024-08-20 18:24:40,2024-08-22 10:05:06
INC0002092,Closed,False,1,0,8,False,Caller23,Operator24,2024-11-08 11:52:00,Operator25,2024-11-08 11:57:00,Analyst5,2024-11-16 04:28:36,Self Service,İstanbul Regional,Database,Query,Security Alert,1 - High,3 - Low,3 - Moderate,Application Support,Analyst15,False,False,Send Email,,,,,Not Solved (Not Reproducible),Resolver30,2024-11-14 20:02:26,2024-11-16 04:28:36
INC0002093,Closed,False,3,0,17,False,Caller17,Operator4,2024-12-18 17:14:00,Operator25,2024-12-18 17:14:00,Analyst22,2024-12-26 22:44:05,Self Service,Data Center Alpha,Hardware,Printer,Security Alert,2 - Medium,2 - Medium,3 - Moderate,Network Operations,Analyst27,True,False,Do Not Notify,PRB0000225,,,,Not Solved (Too Costly),Resolver2,2024-12-25 07:44:44,2024-12-26 22:44:05
INC0002094,Closed,False,1,2,15,False,Caller8,Operator5,2023-03-19 23:59:00,Operator15,2023-03-20 00:03:00,Analyst39,2023-03-23 21:17:19,IVR,Elazığ Plant,Hardware,Peripheral,Configuration Error,2 - Medium,1 - High,2 - High,Application Support,Analyst1,True,False,Send Email,,,,,Solved (Work Around),Resolver7,2023-03-23 10:22:03,2023-03-23 21:17:19
INC0002095,Closed,False,3,1,16,False,Caller143,Operator1,2024-05-01 17:55:00,Operator22,2024-05-01 17:57:00,Analyst26,2024-05-10 14:11:51,Direct Opening,Ankara Office,Database,Backup,Service Unavailable,2 - Medium,3 - Low,4 - Low,Security Operations,Analyst24,False,False,Send SMS,,,,,Not Solved (Too Costly),Resolver13,2024-05-09 11:13:11,2024-05-10 14:11:51
INC0002096,Resolved,False,1,0,2,True,Caller33,Operator26,2024-07-20 10:21:00,Operator21,2024-07-20 10:26:00,Analyst15,2024-07-27 18:29:58,Email,Data Center Beta,Database,Replication,Intermittent Failure,2 - Medium,3 - Low,4 - Low,Application Support,Analyst39,True,False,Send Email,,,,,Solved (Work Around),Resolver37,2024-07-27 01:59:54,2024-07-27 18:29:58
INC0002097,Resolved,False,1,3,9,False,Caller10,Operator19,2024-04-06 20:33:00,Operator14,2024-04-06 20:36:00,Analyst7,2024-04-15 02:26:20,Direct Opening,Data Center Beta,Database,Backup,Performance Degradation,2 - Medium,2 - Medium,3 - Moderate,Network Operations,Analyst6,False,False,Do Not Notify,,,,,Solved (Permanently),Resolver27,2024-04-13 18:04:31,2024-04-15 02:26:20
INC0002098,Closed,False,1,0,14,False,Caller199,Operator15,2023-02-21 12:07:00,Operator26,2023-02-21 12:07:00,Analyst33,2023-03-06 21:29:38,Email,İstanbul Regional,Inquiry / Help,Password Reset,Error Message,3 - Low,3 - Low,4 - Low,Database Admin,Analyst25,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver27,2023-03-05 15:42:11,2023-03-06 21:29:38
INC0002099,Closed,False,0,0,2,False,Caller164,Operator10,2024-08-19 00:04:00,Operator24,2024-08-19 00:05:00,Analyst46,2024-08-27 22:05:12,IVR,Bandırma HQ,Software,Application,Service Unavailable,2 - Medium,3 - Low,4 - Low,Database Admin,Analyst40,True,False,Send Email,,,,,Not Solved (Too Costly),Resolver2,2024-08-27 16:17:53,2024-08-27 22:05:12
INC0002100,Closed,False,0,0,6,True,Caller121,Operator23,2024-05-15 05:06:00,Operator21,2024-05-15 05:08:00,Analyst33,2024-05-22 15:06:28,IVR,Remote - VPN,Software,Application,Login Issue,2 - Medium,3 - Low,4 - Low,Database Admin,Analyst10,True,True,Send Email,,RFC0000099,,,Not Solved (Not Reproducible),Resolver40,2024-05-20 19:41:00,2024-05-22 15:06:28
INC0002101,Resolved,False,0,0,12,True,Caller97,Operator24,2024-05-05 04:28:00,Operator30,2024-05-05 04:30:00,Analyst36,2024-05-06 22:08:10,IVR,Elazığ Plant,Software,Email,Service Unavailable,2 - Medium,3 - Low,4 - Low,End User Support,Analyst2,False,False,Do Not Notify,,,Vendor11,,Closed/Resolved by Caller,Resolver8,2024-05-06 12:00:49,2024-05-06 22:08:10
INC0002102,Closed,False,1,3,11,True,Caller94,Operator20,2024-05-16 03:24:00,Operator20,2024-05-16 03:25:00,Analyst35,2024-05-19 17:34:50,Phone,İzmir Office,Software,Application,Intermittent Failure,3 - Low,2 - Medium,4 - Low,Cloud Services,Analyst23,True,True,Do Not Notify,,,,,Solved (Work Around),Resolver3,2024-05-18 08:09:00,2024-05-19 17:34:50
INC0002103,Closed,False,1,0,10,False,Caller50,Operator29,2024-07-10 20:55:00,Operator10,2024-07-10 20:55:00,Analyst34,2024-07-17 12:29:02,Direct Opening,İzmir Office,Software,Operating System,Data Loss,1 - High,3 - Low,3 - Moderate,Cloud Services,Analyst1,True,False,Send Email,,,,,Not Solved (Not Reproducible),Resolver14,2024-07-15 20:37:38,2024-07-17 12:29:02
INC0002104,Awaiting Vendor,True,0,0,4,True,Caller47,Operator20,2023-11-15 17:18:00,Operator12,2023-11-15 17:18:00,Analyst1,2023-11-16 13:21:49,Phone,Data Center Beta,Database,Backup,Intermittent Failure,2 - Medium,3 - Low,4 - Low,Network Operations,Analyst3,True,True,Send Email,,,,,,,,
INC0002105,Resolved,False,3,0,18,True,Caller174,Operator2,2023-01-06 01:29:00,Operator20,2023-01-06 01:30:00,Analyst2,2023-01-12 01:27:44,Self Service,Remote - VPN,Database,Replication,Security Alert,3 - Low,3 - Low,4 - Low,Network Operations,Analyst26,False,True,Send Email,PRB0000483,,,,Solved (Permanently),Resolver6,2023-01-10 19:42:09,2023-01-12 01:27:44
INC0002106,Closed,False,1,2,6,False,Caller71,Operator4,2024-07-28 19:37:00,Operator6,2024-07-28 19:37:00,Analyst33,2024-08-03 21:27:18,IVR,Remote - VPN,Network,VPN,System Slow,2 - Medium,2 - Medium,3 - Moderate,Application Support,Analyst34,False,True,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver39,2024-08-03 04:36:12,2024-08-03 21:27:18
INC0002107,Closed,False,2,0,17,True,Caller22,Operator28,2024-10-06 06:11:00,Operator12,2024-10-06 06:12:00,Analyst37,2024-10-10 05:35:05,Email,Elazığ Plant,Hardware,Printer,Error Message,2 - Medium,3 - Low,4 - Low,Service Desk,Analyst38,False,False,Send Email,,,Vendor4,,Closed/Resolved by Caller,Resolver11,2024-10-10 04:16:14,2024-10-10 05:35:05
INC0002108,Resolved,False,0,0,6,False,Caller20,Operator17,2023-12-23 18:44:00,Operator6,2023-12-23 18:48:00,Analyst4,2024-01-04 12:11:15,Direct Opening,Bandırma HQ,Software,Email,Security Alert,2 - Medium,3 - Low,4 - Low,Cloud Services,Analyst8,False,True,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver20,2024-01-03 22:46:46,2024-01-04 12:11:15
INC0002109,Resolved,False,1,0,4,True,Caller81,Operator16,2024-03-28 14:09:00,Operator1,2024-03-28 14:11:00,Analyst32,2024-04-03 13:40:39,Email,Data Center Beta,Hardware,Laptop,Login Issue,3 - Low,3 - Low,4 - Low,Database Admin,Analyst39,True,False,Send Email,,,,,Solved (Permanently),Resolver5,2024-04-02 16:59:56,2024-04-03 13:40:39
INC0002110,Resolved,False,2,0,10,False,Caller14,Operator5,2024-03-24 12:58:00,Operator5,2024-03-24 12:58:00,Analyst47,2024-03-30 09:41:09,Self Service,İzmir Office,Hardware,Monitor,System Slow,1 - High,3 - Low,3 - Moderate,Database Admin,Analyst27,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver38,2024-03-29 15:08:47,2024-03-30 09:41:09
INC0002111,Closed,False,0,0,2,False,Caller181,Operator29,2023-03-30 17:45:00,Operator17,2023-03-30 17:46:00,Analyst39,2023-04-13 22:28:22,Email,İstanbul Regional,Software,ERP,System Slow,2 - Medium,3 - Low,4 - Low,End User Support,Analyst15,True,True,Do Not Notify,PRB0000277,,,,Closed/Resolved by Caller,Resolver29,2023-04-12 08:01:00,2023-04-13 22:28:22
INC0002112,Resolved,False,0,0,8,False,Caller173,Operator24,2024-04-17 10:13:00,Operator15,2024-04-17 10:18:00,Analyst40,2024-04-20 19:22:14,IVR,Ankara Office,Software,Email,Error Message,1 - High,2 - Medium,2 - High,End User Support,Analyst30,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver40,2024-04-19 07:46:28,2024-04-20 19:22:14
INC0002113,Closed,False,2,0,14,False,Caller32,Operator26,2023-03-09 14:58:00,Operator19,2023-03-09 15:02:00,Analyst23,2023-03-22 05:02:16,Self Service,Ankara Office,Network,Firewall,Error Message,3 - Low,2 - Medium,4 - Low,Application Support,Analyst14,False,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver22,2023-03-21 17:01:30,2023-03-22 05:02:16
INC0002114,Closed,False,0,0,10,True,Caller162,Operator26,2023-03-07 08:33:00,Operator26,2023-03-07 08:37:00,Analyst48,2023-03-08 15:36:43,Direct Opening,Data Center Alpha,Inquiry / Help,Account Access,Data Loss,2 - Medium,2 - Medium,3 - Moderate,Cloud Services,Analyst45,True,False,Send Email,,,,,Not Solved (Too Costly),Resolver32,2023-03-08 02:29:12,2023-03-08 15:36:43
INC0002115,Closed,False,3,0,4,True,Caller170,Operator30,2023-12-05 15:32:00,Operator4,2023-12-05 15:36:00,Analyst28,2023-12-11 23:03:16,Email,İzmir Office,Software,Office Suite,Login Issue,3 - Low,2 - Medium,4 - Low,DevOps Team,Analyst37,False,False,Send Email,,,,,Solved (Permanently),Resolver27,2023-12-10 21:54:01,2023-12-11 23:03:16
INC0002116,Resolved,False,4,0,14,False,Caller177,Operator13,2024-07-28 06:05:00,Operator10,2024-07-28 06:10:00,Analyst37,2024-08-08 13:14:57,Email,İstanbul Regional,Network,Connectivity,System Slow,2 - Medium,3 - Low,4 - Low,Cloud Services,Analyst45,False,True,Send Email,,RFC0000123,,,Closed/Resolved by Caller,Resolver19,2024-08-07 06:53:52,2024-08-08 13:14:57
INC0002117,Closed,False,1,0,11,False,Caller7,Operator25,2023-06-17 18:10:00,Operator17,2023-06-17 18:12:00,Analyst31,2023-06-20 23:07:35,Self Service,İstanbul Regional,Database,Replication,Performance Degradation,1 - High,2 - Medium,2 - High,DevOps Team,Analyst42,True,True,Send Email,,,,,Not Solved (Not Reproducible),Resolver8,2023-06-19 07:31:31,2023-06-20 23:07:35
INC0002118,Closed,False,0,0,10,True,Caller128,Operator18,2023-08-30 14:14:00,Operator17,2023-08-30 14:14:00,Analyst13,2023-09-01 17:35:20,IVR,Data Center Beta,Database,Query,Configuration Error,2 - Medium,2 - Medium,3 - Moderate,Database Admin,Analyst49,True,False,Do Not Notify,,,Vendor9,,Closed/Resolved by Caller,Resolver18,2023-08-31 14:22:30,2023-09-01 17:35:20
INC0002119,Resolved,False,3,0,8,False,Caller5,Operator28,2023-05-26 22:54:00,Operator7,2023-05-26 22:54:00,Analyst18,2023-06-04 01:03:10,IVR,Data Center Alpha,Database,Query,Login Issue,2 - Medium,2 - Medium,3 - Moderate,Cloud Services,Analyst20,False,False,Send SMS,,,,,Closed/Resolved by Caller,Resolver38,2023-06-02 11:08:44,2023-06-04 01:03:10
INC0002120,Resolved,False,1,1,10,True,Caller45,Operator4,2023-11-04 12:21:00,Operator21,2023-11-04 12:22:00,Analyst13,2023-11-04 21:40:58,Direct Opening,İstanbul Regional,Hardware,Peripheral,System Slow,2 - Medium,3 - Low,4 - Low,Database Admin,Analyst3,True,False,Send SMS,,,,,Solved (Work Around),Resolver13,2023-11-04 18:09:27,2023-11-04 21:40:58
INC0002121,Resolved,False,2,2,17,True,Caller111,Operator22,2024-07-03 21:42:00,Operator9,2024-07-03 21:42:00,Analyst4,2024-07-06 08:32:01,IVR,Remote - VPN,Database,Performance,Security Alert,1 - High,3 - Low,3 - Moderate,Service Desk,Analyst24,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver16,2024-07-04 11:17:52,2024-07-06 08:32:01
INC0002122,Closed,False,3,2,19,True,Caller59,Operator14,2023-05-05 00:50:00,Operator14,2023-05-05 00:54:00,Analyst43,2023-05-08 12:14:00,Phone,Elazığ Plant,Network,Wireless,Cannot Access,2 - Medium,2 - Medium,3 - Moderate,Infrastructure,Analyst10,True,False,Send Email,,,Vendor14,,Closed/Resolved by Caller,Resolver12,2023-05-07 19:12:40,2023-05-08 12:14:00
INC0002123,Resolved,False,5,0,12,True,Caller171,Operator2,2024-07-02 02:04:00,Operator23,2024-07-02 02:05:00,Analyst22,2024-07-02 23:57:24,IVR,Elazığ Plant,Software,Email,Cannot Access,1 - High,2 - Medium,2 - High,Application Support,Analyst3,False,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver34,2024-07-02 11:13:30,2024-07-02 23:57:24
INC0002124,Closed,False,3,2,19,True,Caller123,Operator7,2023-12-12 07:17:00,Operator8,2023-12-12 07:18:00,Analyst15,2023-12-17 11:33:06,Phone,Bandırma HQ,Network,DNS,Cannot Access,3 - Low,3 - Low,4 - Low,Service Desk,Analyst18,False,True,Do Not Notify,,,,,Solved (Work Around),Resolver24,2023-12-16 23:08:04,2023-12-17 11:33:06
INC0002125,Resolved,False,0,0,6,False,Caller35,Operator2,2023-09-12 07:41:00,Operator16,2023-09-12 07:41:00,Analyst43,2023-09-25 02:37:37,Direct Opening,İzmir Office,Software,Operating System,Security Alert,2 - Medium,3 - Low,4 - Low,End User Support,Analyst47,False,True,Do Not Notify,,,,,Not Solved (Too Costly),Resolver3,2023-09-23 14:31:47,2023-09-25 02:37:37
INC0002126,Resolved,False,0,0,12,False,Caller68,Operator14,2024-05-20 09:40:00,Operator24,2024-05-20 09:42:00,Analyst11,2024-05-31 01:17:23,Email,Elazığ Plant,Hardware,Monitor,Security Alert,2 - Medium,3 - Low,4 - Low,Security Operations,Analyst30,False,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver1,2024-05-30 07:21:01,2024-05-31 01:17:23
INC0002127,Resolved,False,3,0,18,True,Caller77,Operator2,2024-08-12 10:41:00,Operator2,2024-08-12 10:42:00,Analyst20,2024-08-14 07:05:32,Direct Opening,Data Center Alpha,Database,Performance,Performance Degradation,2 - Medium,2 - Medium,3 - Moderate,Cloud Services,Analyst1,False,False,Do Not Notify,,,,,Not Solved (Too Costly),Resolver37,2024-08-13 04:58:37,2024-08-14 07:05:32
INC0002128,Closed,False,1,1,3,True,Caller162,Operator3,2024-04-23 22:23:00,Operator12,2024-04-23 22:25:00,Analyst2,2024-04-24 14:19:40,IVR,Data Center Alpha,Database,Performance,Error Message,2 - Medium,2 - Medium,3 - Moderate,Data Center Operations,Analyst46,False,True,Do Not Notify,PRB0000056,,,,Solved (Permanently),Resolver38,2024-04-24 07:55:10,2024-04-24 14:19:40
INC0002129,Awaiting User Info,True,1,0,9,False,Caller29,Operator22,2023-11-04 15:16:00,Operator23,2023-11-04 15:17:00,Analyst16,2023-11-06 02:16:36,IVR,Elazığ Plant,Hardware,Laptop,Cannot Access,2 - Medium,2 - Medium,3 - Moderate,Service Desk,Analyst46,False,True,Do Not Notify,PRB0000109,,Vendor8,,,,,
INC0002130,Resolved,False,0,0,6,False,Caller83,Operator21,2024-04-22 16:36:00,Operator24,2024-04-22 16:39:00,Analyst40,2024-05-05 12:37:26,Direct Opening,Remote - VPN,Inquiry / Help,Training,Service Unavailable,2 - Medium,3 - Low,4 - Low,Infrastructure,Analyst18,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver19,2024-05-04 21:13:08,2024-05-05 12:37:26
INC0002131,Resolved,False,0,0,6,True,Caller192,Operator26,2023-08-29 08:34:00,Operator29,2023-08-29 08:38:00,Analyst45,2023-09-06 06:37:38,Phone,Data Center Alpha,Network,Wireless,Login Issue,3 - Low,3 - Low,4 - Low,Application Support,Analyst16,False,False,Send Email,,RFC0000084,,,Solved (Permanently),Resolver34,2023-09-04 10:03:38,2023-09-06 06:37:38
INC0002132,Closed,False,2,0,17,True,Caller155,Operator13,2024-07-12 08:55:00,Operator12,2024-07-12 08:58:00,Analyst16,2024-07-16 03:03:01,IVR,Bandırma HQ,Hardware,Peripheral,Data Loss,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst27,True,False,Send SMS,,,,,Not Solved (Not Reproducible),Resolver7,2024-07-14 07:59:38,2024-07-16 03:03:01
INC0002133,Resolved,False,0,2,8,False,Caller6,Operator8,2024-06-22 15:17:00,Operator21,2024-06-22 15:19:00,Analyst13,2024-06-28 22:22:12,IVR,İstanbul Regional,Software,Operating System,Intermittent Failure,2 - Medium,2 - Medium,3 - Moderate,DevOps Team,Analyst15,False,True,Do Not Notify,PRB0000015,,,,Closed/Resolved by Caller,Resolver34,2024-06-27 02:36:16,2024-06-28 22:22:12
INC0002134,Resolved,False,1,1,17,False,Caller51,Operator10,2023-02-13 04:40:00,Operator20,2023-02-13 04:45:00,Analyst8,2023-02-16 20:47:56,IVR,Data Center Alpha,Network,DNS,System Slow,1 - High,2 - Medium,2 - High,Infrastructure,Analyst48,False,False,Do Not Notify,PRB0000370,,,,Not Solved (Not Reproducible),Resolver19,2023-02-16 19:48:37,2023-02-16 20:47:56
INC0002135,Resolved,False,2,0,4,False,Caller175,Operator2,2023-07-16 21:11:00,Operator7,2023-07-16 21:12:00,Analyst35,2023-07-29 06:26:11,IVR,Data Center Beta,Hardware,Laptop,Cannot Access,2 - Medium,3 - Low,4 - Low,DevOps Team,Analyst2,True,False,Send Email,,,,,Closed/Resolved by Caller,Resolver7,2023-07-27 21:30:12,2023-07-29 06:26:11
INC0002136,Closed,False,3,2,12,True,Caller83,Operator2,2024-08-09 06:25:00,Operator20,2024-08-09 06:29:00,Analyst35,2024-08-16 15:06:36,Email,İstanbul Regional,Database,Performance,Security Alert,3 - Low,2 - Medium,4 - Low,Network Operations,Analyst43,True,False,Do Not Notify,,,Vendor15,,Not Solved (Not Reproducible),Resolver4,2024-08-14 18:25:29,2024-08-16 15:06:36
INC0002137,Resolved,False,0,0,14,False,Caller55,Operator28,2024-01-04 17:12:00,Operator16,2024-01-04 17:16:00,Analyst12,2024-01-14 05:34:21,Self Service,Bandırma HQ,Hardware,Printer,Service Unavailable,2 - Medium,3 - Low,4 - Low,Infrastructure,Analyst50,True,False,Do Not Notify,,,Vendor4,,Solved (Work Around),Resolver15,2024-01-13 04:50:26,2024-01-14 05:34:21
INC0002138,Resolved,False,1,0,7,False,Caller94,Operator12,2023-02-06 13:00:00,Operator2,2023-02-06 13:00:00,Analyst23,2023-02-13 20:50:24,Phone,İzmir Office,Inquiry / Help,Account Access,Configuration Error,2 - Medium,2 - Medium,3 - Moderate,Cloud Services,Analyst6,False,True,Do Not Notify,,,,,Not Solved (Too Costly),Resolver31,2023-02-12 21:15:44,2023-02-13 20:50:24
INC0002139,Closed,False,1,0,7,False,Caller169,Operator19,2024-12-24 08:52:00,Operator16,2024-12-24 08:54:00,Analyst17,2024-12-27 10:15:40,Direct Opening,Remote - VPN,Software,Application,Intermittent Failure,1 - High,1 - High,1 - Critical,Security Operations,Analyst9,False,True,Do Not Notify,,RFC0000126,,,Solved (Permanently),Resolver1,2024-12-25 15:22:17,2024-12-27 10:15:40
INC0002140,Closed,False,0,0,2,True,Caller159,Operator2,2024-01-07 15:28:00,Operator1,2024-01-07 15:29:00,Analyst49,2024-01-09 13:14:52,Phone,Bandırma HQ,Network,DNS,Error Message,2 - Medium,2 - Medium,3 - Moderate,Security Operations,Analyst12,True,True,Send Email,,,Vendor7,,Solved (Work Around),Resolver24,2024-01-09 04:03:22,2024-01-09 13:14:52
INC0002141,Closed,False,1,0,14,True,Caller125,Operator9,2024-11-17 02:23:00,Operator25,2024-11-17 02:26:00,Analyst41,2024-11-18 10:14:07,Email,İzmir Office,Inquiry / Help,Information,Login Issue,2 - Medium,2 - Medium,3 - Moderate,Security Operations,Analyst4,False,False,Do Not Notify,,,Vendor7,,Not Solved (Too Costly),Resolver8,2024-11-18 01:51:08,2024-11-18 10:14:07
INC0002142,Resolved,False,0,0,9,False,Caller177,Operator26,2024-03-23 10:40:00,Operator5,2024-03-23 10:43:00,Analyst29,2024-03-31 20:16:42,Direct Opening,Ankara Office,Inquiry / Help,How To,Service Unavailable,3 - Low,3 - Low,4 - Low,Security Operations,Analyst23,False,True,Do Not Notify,,,,,Solved (Permanently),Resolver39,2024-03-30 13:54:08,2024-03-31 20:16:42
INC0002143,Resolved,False,0,0,11,False,Caller60,Operator9,2024-06-17 23:02:00,Operator10,2024-06-17 23:03:00,Analyst20,2024-07-01 17:06:37,IVR,İstanbul Regional,Inquiry / Help,Account Access,Data Loss,3 - Low,3 - Low,4 - Low,Cloud Services,Analyst17,False,False,Do Not Notify,,,,,Solved (Permanently),Resolver1,2024-06-30 17:17:31,2024-07-01 17:06:37
INC0002144,New,True,0,0,12,False,Caller106,Operator13,2023-03-14 19:08:00,Operator2,2023-03-14 19:09:00,Analyst33,2023-03-17 03:09:08,Direct Opening,Elazığ Plant,Software,ERP,Cannot Access,1 - High,3 - Low,3 - Moderate,Database Admin,Analyst16,False,True,Do Not Notify,,,,,,,,
INC0002145,Resolved,False,3,0,16,False,Caller168,Operator7,2023-11-28 07:16:00,Operator27,2023-11-28 07:20:00,Analyst11,2023-12-01 17:54:43,Self Service,Data Center Beta,Network,Firewall,System Slow,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst13,True,True,Do Not Notify,,,,,Not Solved (Too Costly),Resolver18,2023-12-01 15:13:40,2023-12-01 17:54:43
INC0002146,Resolved,False,1,0,6,False,Caller130,Operator15,2024-12-26 18:43:00,Operator13,2024-12-26 18:45:00,Analyst24,2025-01-09 01:24:58,IVR,İzmir Office,Network,Connectivity,Performance Degradation,3 - Low,2 - Medium,4 - Low,Data Center Operations,Analyst5,False,False,Send SMS,,,,,Solved (Permanently),Resolver29,2025-01-09 01:10:23,2025-01-09 01:24:58
INC0002147,Resolved,False,1,1,17,False,Caller45,Operator27,2023-05-30 01:24:00,Operator22,2023-05-30 01:26:00,Analyst9,2023-06-12 03:41:01,Direct Opening,Ankara Office,Hardware,Laptop,Performance Degradation,3 - Low,2 - Medium,4 - Low,Application Support,Analyst7,False,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver1,2023-06-11 13:05:28,2023-06-12 03:41:01
INC0002148,Closed,False,0,3,11,False,Caller195,Operator20,2023-12-08 16:54:00,Operator13,2023-12-08 16:54:00,Analyst45,2023-12-15 09:57:06,Phone,Bandırma HQ,Software,ERP,Login Issue,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst38,False,False,Send Email,,,Vendor15,,Not Solved (Too Costly),Resolver2,2023-12-13 21:01:32,2023-12-15 09:57:06
INC0002149,Closed,False,0,1,8,False,Caller121,Operator2,2024-11-11 00:29:00,Operator22,2024-11-11 00:33:00,Analyst37,2024-11-16 20:12:10,Direct Opening,Data Center Alpha,Software,Email,Intermittent Failure,2 - Medium,2 - Medium,3 - Moderate,End User Support,Analyst35,False,True,Send Email,,RFC0000143,,,Not Solved (Not Reproducible),Resolver10,2024-11-15 03:31:07,2024-11-16 20:12:10
INC0002150,Awaiting User Info,True,4,0,10,False,Caller103,Operator17,2024-11-02 00:23:00,Operator26,2024-11-02 00:26:00,Analyst38,2024-11-07 16:44:44,Direct Opening,Remote - VPN,Inquiry / Help,How To,Service Unavailable,3 - Low,1 - High,3 - Moderate,Network Operations,Analyst35,True,True,Do Not Notify,,,,,,,,
INC0002151,Closed,False,1,0,3,False,Caller179,Operator13,2024-07-01 23:12:00,Operator19,2024-07-01 23:14:00,Analyst21,2024-07-08 14:30:21,Self Service,Bandırma HQ,Inquiry / Help,Password Reset,Error Message,2 - Medium,2 - Medium,3 - Moderate,Application Support,Analyst7,True,False,Send SMS,,,,,Not Solved (Too Costly),Resolver38,2024-07-06 21:00:57,2024-07-08 14:30:21
INC0002152,Closed,False,1,0,6,True,Caller162,Operator2,2024-09-25 19:29:00,Operator6,2024-09-25 19:29:00,Analyst15,2024-09-27 07:15:18,Direct Opening,Data Center Beta,Hardware,Peripheral,Security Alert,3 - Low,2 - Medium,4 - Low,Data Center Operations,Analyst44,True,True,Do Not Notify,PRB0000152,,,,Solved (Permanently),Resolver18,2024-09-26 14:34:05,2024-09-27 07:15:18
INC0002153,Closed,False,1,0,2,True,Caller186,Operator19,2023-01-04 02:25:00,Operator18,2023-01-04 02:30:00,Analyst24,2023-01-05 16:48:02,Email,Elazığ Plant,Hardware,Monitor,Configuration Error,1 - High,3 - Low,3 - Moderate,Database Admin,Analyst29,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver24,2023-01-05 07:03:16,2023-01-05 16:48:02
INC0002154,Resolved,False,2,0,3,False,Caller184,Operator13,2024-08-14 23:13:00,Operator18,2024-08-14 23:13:00,Analyst9,2024-08-22 07:25:34,Direct Opening,Ankara Office,Hardware,Monitor,Security Alert,2 - Medium,2 - Medium,3 - Moderate,Network Operations,Analyst29,True,False,Send SMS,,,,,Solved (Work Around),Resolver29,2024-08-20 09:54:49,2024-08-22 07:25:34
INC0002155,Resolved,False,2,0,3,True,Caller43,Operator23,2024-09-26 10:58:00,Operator24,2024-09-26 11:02:00,Analyst34,2024-09-29 15:08:17,Direct Opening,Elazığ Plant,Software,Office Suite,Cannot Access,3 - Low,3 - Low,4 - Low,Data Center Operations,Analyst29,False,True,Send Email,,,Vendor2,,Not Solved (Not Reproducible),Resolver11,2024-09-29 13:25:26,2024-09-29 15:08:17
